geo_point_2d;geo_shape;osm_id;couvert;capacite;nom;acces;payant;surveille;type;insee_com;nom_com;date_modif;notes
48.847456899051764,2.4369967;"{""coordinates"": [2.4369967, 48.847456899051764], ""type"": ""Point""}";n4672384895;NON;14;28 avenue du Château;public;NON;NON;arceaux;94080;Vincennes;2017-02;
48.876941499051945,2.3416874;"{""coordinates"": [2.3416874, 48.876941499051945], ""type"": ""Point""}";n6983447395;NON;18;;public;NON;NON;arceaux;75109;9e Arrondissement;2021-11;
48.84062909905171,2.2870498;"{""coordinates"": [2.2870498, 48.84062909905171], ""type"": ""Point""}";n7994385278;OUI;6;François Coppée - abri à vélos sécurisé;clientele;OUI;NON;abri;75115;15e Arrondissement;2020-10;
48.83285609905165,2.3869470999999995;"{""coordinates"": [2.3869471, 48.83285609905165], ""type"": ""Point""}";n5686048810;NON;10;;public;NON;NON;arceaux;75112;12e Arrondissement;2018-06;
48.855532899051816,2.3531056999999995;"{""coordinates"": [2.3531057, 48.855532899051816], ""type"": ""Point""}";n2177689706;NON;12;;public;NON;NON;arceaux;75104;4e Arrondissement;2018-05;
48.788393799051356,2.0472147999999994;"{""coordinates"": [2.0472148, 48.788393799051356], ""type"": ""Point""}";n5664224422;OUI;6;;public;NON;NON;arceaux;78423;Montigny-le-Bretonneux;2018-06;
48.874849299051945,2.1757003999999998;"{""coordinates"": [2.1757004, 48.874849299051945], ""type"": ""Point""}";n8993550353;NON;0;;public;NON;NON;arceaux;92063;Rueil-Malmaison;2021-08;
48.85957609905186,2.3645916000000007;"{""coordinates"": [2.3645916, 48.85957609905186], ""type"": ""Point""}";n5218648941;NON;10;;public;NON;NON;arceaux;75103;3e Arrondissement;2018-05;
48.84133879905171,2.3141708000000007;"{""coordinates"": [2.3141708, 48.84133879905171], ""type"": ""Point""}";n9243851231;NON;12;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-11;
48.8535053990518,2.3298932999999997;"{""coordinates"": [2.3298933, 48.8535053990518], ""type"": ""Point""}";n7601938894;NON;6;;public;NON;NON;arceaux;75106;6e Arrondissement;2020-06;
48.86202159905187,2.3607948000000007;"{""coordinates"": [2.3607948, 48.86202159905187], ""type"": ""Point""}";n5630787769;NON;6;;public;NON;NON;arceaux;75103;3e Arrondissement;2021-11;
48.90322989905215,2.3152052000000007;"{""coordinates"": [2.3152052, 48.90322989905215], ""type"": ""Point""}";n4371688800;NON;4;;public;NON;NON;arceaux;92024;Clichy;2019-03;
48.86331929905186,2.4607305999999993;"{""coordinates"": [2.4607306, 48.86331929905186], ""type"": ""Point""}";n7648715269;NON;6;;public;NON;NON;arceaux;93048;Montreuil;2020-06;
48.73396219905101,2.2666568000000002;"{""coordinates"": [2.2666568, 48.73396219905101], ""type"": ""Point""}";n3188374600;OUI;40;Lycée;privee;NON;NON;ratelier;91377;Massy;2020-10;
48.92775019905231,2.0453452999999997;"{""coordinates"": [2.0453453, 48.92775019905231], ""type"": ""Point""}";n8057461010;NON;0;;public;NON;NON;inconnu;78498;Poissy;2020-10;
48.85361579905179,2.3508332000000003;"{""coordinates"": [2.3508332, 48.85361579905179], ""type"": ""Point""}";n5679799109;NON;6;;public;NON;NON;arceaux;75104;4e Arrondissement;2018-06;
48.840461599051714,2.305147399999999;"{""coordinates"": [2.3051474, 48.840461599051714], ""type"": ""Point""}";n5691465954;NON;8;;public;NON;NON;inconnu;75115;15e Arrondissement;2018-06;
48.842799425646206,2.5821691131698317;"{""coordinates"": [2.582169113169832, 48.842799425646206], ""type"": ""Point""}";w608256319;OUI;0;Véligo;clientele;OUI;NON;casier;77083;Champs-sur-Marne;2020-12;
48.91275919905221,2.2394581;"{""coordinates"": [2.2394581, 48.91275919905221], ""type"": ""Point""}";n5357536704;NON;6;;public;NON;NON;arceaux;92025;Colombes;2018-01;
48.874521199051955,2.4170831;"{""coordinates"": [2.4170831, 48.874521199051955], ""type"": ""Point""}";n9316369798;NON;8;;public;NON;NON;arceaux;93006;Bagnolet;2021-12;
48.89482879905208,2.3464926;"{""coordinates"": [2.3464926, 48.89482879905208], ""type"": ""Point""}";n6621149418;NON;8;;public;NON;NON;arceaux;75118;18e Arrondissement;2019-07;
48.836320099051676,2.402798399999999;"{""coordinates"": [2.4027984, 48.836320099051676], ""type"": ""Point""}";n2291048624;NON;12;;public;NON;NON;arceaux;75112;12e Arrondissement;2018-05;
48.89569779905209,2.324347799999999;"{""coordinates"": [2.3243478, 48.89569779905209], ""type"": ""Point""}";n7619235193;NON;10;;public;NON;NON;arceaux;75117;17e Arrondissement;2020-06;
48.84291579905173,2.3701923999999988;"{""coordinates"": [2.3701924, 48.84291579905173], ""type"": ""Point""}";n7652426585;NON;0;;public;NON;NON;inconnu;75112;12e Arrondissement;2020-06;
48.85731159905183,2.356089699999999;"{""coordinates"": [2.3560897, 48.85731159905183], ""type"": ""Point""}";n7631605667;NON;12;;public;NON;NON;inconnu;75104;4e Arrondissement;2020-06;
48.85851529905184,2.3615657999999993;"{""coordinates"": [2.3615658, 48.85851529905184], ""type"": ""Point""}";n4760644679;NON;20;;public;NON;NON;arceaux;75103;3e Arrondissement;2017-03;
48.84117519905171,2.3147191999999994;"{""coordinates"": [2.3147192, 48.84117519905171], ""type"": ""Point""}";n5312090782;NON;10;;public;NON;NON;arceaux;75115;15e Arrondissement;2017-12;
48.90520419905214,2.3920328999999994;"{""coordinates"": [2.3920329, 48.90520419905214], ""type"": ""Point""}";n9064864372;NON;16;;public;NON;NON;arceaux;93001;Aubervilliers;2021-09;
48.84747899905175,2.298233799999999;"{""coordinates"": [2.2982338, 48.84747899905175], ""type"": ""Point""}";n7354001543;NON;14;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-07;
48.87255759905193,2.3765751999999987;"{""coordinates"": [2.3765752, 48.87255759905193], ""type"": ""Point""}";n433239791;NON;8;;public;NON;NON;arceaux;75119;19e Arrondissement;2021-10;
48.85971649905186,2.4032693999999992;"{""coordinates"": [2.4032694, 48.85971649905186], ""type"": ""Point""}";n2399152520;NON;22;;public;NON;NON;arceaux;75120;20e Arrondissement;2018-05;
48.829141199051634,2.2746420000000005;"{""coordinates"": [2.274642, 48.829141199051634], ""type"": ""Point""}";n9028327193;NON;12;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-08;
48.6433739990504,1.8247293999999994;"{""coordinates"": [1.8247294, 48.6433739990504], ""type"": ""Point""}";n9300363517;NON;2;;public;NON;NON;arceaux;78517;Rambouillet;2021-12;
49.01924119905291,2.2480715000000004;"{""coordinates"": [2.2480715, 49.01924119905291], ""type"": ""Point""}";n8937681385;NON;4;;public;NON;NON;ratelier;95563;Saint-Leu-la-Forêt;2021-11;
48.90825859905216,2.2202199999999994;"{""coordinates"": [2.22022, 48.90825859905216], ""type"": ""Point""}";n5425490034;NON;4;;public;NON;NON;arceaux;92050;Nanterre;2018-02;
48.79578939905143,2.134268299999999;"{""coordinates"": [2.1342683, 48.79578939905143], ""type"": ""Point""}";n6709645234;NON;10;;public;NON;OUI;arceaux;78646;Versailles;2019-08;
48.84457679905176,2.3473463999999993;"{""coordinates"": [2.3473464, 48.84457679905176], ""type"": ""Point""}";n9332169851;NON;12;;public;NON;NON;arceaux;75105;5e Arrondissement;2021-12;
48.83543779905169,2.3690867000000004;"{""coordinates"": [2.3690867, 48.83543779905169], ""type"": ""Point""}";n8176207653;NON;8;;public;NON;NON;arceaux;75113;13e Arrondissement;2020-11;
48.93846929905237,2.1586814000000003;"{""coordinates"": [2.1586814, 48.93846929905237], ""type"": ""Point""}";n7015718919;NON;8;;public;NON;NON;arceaux;78586;Sartrouville;2021-06;
48.840632399051714,2.3303243000000005;"{""coordinates"": [2.3303243, 48.840632399051714], ""type"": ""Point""}";n3945050539;NON;10;;public;NON;NON;arceaux;75114;14e Arrondissement;2021-04;
48.816023675366985,2.3086622250612163;"{""coordinates"": [2.308662225061216, 48.816023675366985], ""type"": ""Point""}";w776057866;NON;8;;public;NON;NON;arceaux;92049;Montrouge;2020-02;
48.87952539905198,2.3145523999999997;"{""coordinates"": [2.3145524, 48.87952539905198], ""type"": ""Point""}";n8231380365;NON;8;;public;NON;NON;arceaux;75108;8e Arrondissement;2020-12;
48.856297999051804,2.4341684;"{""coordinates"": [2.4341684, 48.856297999051804], ""type"": ""Point""}";n7649872613;NON;10;;public;NON;NON;arceaux;93048;Montreuil;2021-09;
48.793757099051405,2.3877900999999997;"{""coordinates"": [2.3877901, 48.793757099051405], ""type"": ""Point""}";n2435289827;NON;0;;public;NON;NON;inconnu;94081;Vitry-sur-Seine;2020-04;
48.875705699051956,2.4512581;"{""coordinates"": [2.4512581, 48.875705699051956], ""type"": ""Point""}";n7626267252;NON;2;;public;NON;NON;arceaux;93048;Montreuil;2020-06;
48.90077619905211,2.492383;"{""coordinates"": [2.492383, 48.90077619905211], ""type"": ""Point""}";n8154099381;NON;2;;public;NON;NON;inconnu;93010;Bondy;2020-11;
48.86299129905185,2.4001471000000003;"{""coordinates"": [2.4001471, 48.86299129905185], ""type"": ""Point""}";n3118734902;NON;16;;public;NON;NON;arceaux;75120;20e Arrondissement;2019-08;
48.82074779905157,2.451629599999999;"{""coordinates"": [2.4516296, 48.82074779905157], ""type"": ""Point""}";n7515182010;NON;10;;public;NON;NON;arceaux;75112;12e Arrondissement;2020-05;
48.87741579905196,2.309879;"{""coordinates"": [2.309879, 48.87741579905196], ""type"": ""Point""}";n7617362471;NON;8;;public;NON;NON;arceaux;75108;8e Arrondissement;2020-06;
48.86613249905188,2.3447958;"{""coordinates"": [2.3447958, 48.86613249905188], ""type"": ""Point""}";n5659056374;NON;6;;public;NON;NON;arceaux;75102;2e Arrondissement;2019-10;
48.93124539905233,2.319785600000001;"{""coordinates"": [2.3197856, 48.93124539905233], ""type"": ""Point""}";n8248472118;NON;5;;public;NON;NON;arceaux;92036;Gennevilliers;2020-12;
48.82598839905162,2.3442353000000002;"{""coordinates"": [2.3442353, 48.82598839905162], ""type"": ""Point""}";n7536821462;NON;2;;public;NON;NON;arceaux;75113;13e Arrondissement;2021-05;
48.955810799052486,2.2988478000000003;"{""coordinates"": [2.2988478, 48.955810799052486], ""type"": ""Point""}";n8863434747;NON;4;;public;NON;NON;arceaux;93031;Épinay-sur-Seine;2021-06;
48.69687469905076,2.2950522999999996;"{""coordinates"": [2.2950523, 48.69687469905076], ""type"": ""Point""}";n6187840855;NON;2;;public;NON;NON;arceaux;91345;Longjumeau;2019-01;
48.883794799052005,2.3742495999999993;"{""coordinates"": [2.3742496, 48.883794799052005], ""type"": ""Point""}";n8320480885;NON;8;;public;NON;NON;autres;75119;19e Arrondissement;2021-01;
48.837665999051694,2.239588699999999;"{""coordinates"": [2.2395887, 48.837665999051694], ""type"": ""Point""}";n1223065433;NON;0;;public;NON;NON;inconnu;92012;Boulogne-Billancourt;2011-03;
48.79989659905144,2.1846012;"{""coordinates"": [2.1846012, 48.79989659905144], ""type"": ""Point""}";n6285782908;NON;4;;public;NON;NON;arceaux;78686;Viroflay;2019-11;
48.86899859905191,2.3728308000000005;"{""coordinates"": [2.3728308, 48.86899859905191], ""type"": ""Point""}";n5630763918;NON;14;;public;NON;NON;inconnu;75111;11e Arrondissement;2018-05;
48.93960419905238,2.1219276999999996;"{""coordinates"": [2.1219277, 48.93960419905238], ""type"": ""Point""}";n6934363490;NON;4;;public;NON;NON;arceaux;78396;Le Mesnil-le-Roi;2020-08;
48.748182899051095,2.2944921;"{""coordinates"": [2.2944921, 48.748182899051095], ""type"": ""Point""}";n8243204125;NON;8;;public;NON;NON;arceaux;92002;Antony;2020-12;
48.84257399905173,2.2772875;"{""coordinates"": [2.2772875, 48.84257399905173], ""type"": ""Point""}";n7591423828;NON;8;;public;NON;NON;arceaux;75115;15e Arrondissement;2020-06;
48.82609539905161,2.331017799999999;"{""coordinates"": [2.3310178, 48.82609539905161], ""type"": ""Point""}";n2430045151;NON;18;;public;NON;NON;arceaux;75114;14e Arrondissement;2021-04;
48.81330869905153,2.233356799999999;"{""coordinates"": [2.2333568, 48.81330869905153], ""type"": ""Point""}";n6414504585;NON;6;;public;NON;NON;arceaux;92048;Meudon;2019-04;
48.80545939905148,2.1302966;"{""coordinates"": [2.1302966, 48.80545939905148], ""type"": ""Point""}";n1415548172;NON;12;;public;NON;NON;arceaux;78646;Versailles;2021-08;
49.0001107990528,2.1432780000000005;"{""coordinates"": [2.143278, 49.0001107990528], ""type"": ""Point""}";n6362129985;NON;102;;public;NON;NON;arceaux;95306;Herblay;2021-09;
48.79280369905139,2.387270599999999;"{""coordinates"": [2.3872706, 48.79280369905139], ""type"": ""Point""}";n389729603;NON;10;Bicycle Parking;public;NON;NON;inconnu;94081;Vitry-sur-Seine;2013-12;
48.81451089905155,2.4013196999999997;"{""coordinates"": [2.4013197, 48.81451089905155], ""type"": ""Point""}";n8850000464;NON;24;;public;NON;NON;arceaux;94041;Ivry-sur-Seine;2021-06;
48.70991969905084,2.1637112;"{""coordinates"": [2.1637112, 48.70991969905084], ""type"": ""Point""}";n5034527091;NON;28;;public;NON;NON;arceaux;91272;Gif-sur-Yvette;2018-05;
48.84778239905176,2.282401099999999;"{""coordinates"": [2.2824011, 48.84778239905176], ""type"": ""Point""}";n2526712513;NON;0;;public;NON;NON;arceaux;75115;15e Arrondissement;2013-11;
48.8691616990519,2.4171318999999998;"{""coordinates"": [2.4171319, 48.8691616990519], ""type"": ""Point""}";n9316484647;NON;8;;public;NON;NON;arceaux;93006;Bagnolet;2021-12;
48.66894209905059,2.119384599999999;"{""coordinates"": [2.1193846, 48.66894209905059], ""type"": ""Point""}";n7875062523;NON;4;;public;NON;NON;ratelier;91274;Gometz-la-Ville;2021-12;
48.89410909905209,2.3145103000000007;"{""coordinates"": [2.3145103, 48.89410909905209], ""type"": ""Point""}";n6687126184;NON;12;;public;NON;NON;arceaux;75117;17e Arrondissement;2019-08;
48.898514999052104,2.38431;"{""coordinates"": [2.38431, 48.898514999052104], ""type"": ""Point""}";n5691534524;NON;10;;public;NON;NON;arceaux;75119;19e Arrondissement;2018-06;
48.858378999051844,2.3259624000000003;"{""coordinates"": [2.3259624, 48.858378999051844], ""type"": ""Point""}";n7601938903;NON;16;;public;NON;NON;arceaux;75107;7e Arrondissement;2020-06;
48.94677429905243,2.2336631999999987;"{""coordinates"": [2.2336632, 48.94677429905243], ""type"": ""Point""}";n4572312262;NON;0;;public;NON;NON;inconnu;95018;Argenteuil;2016-12;
48.902016299052114,2.483261399999999;"{""coordinates"": [2.4832614, 48.902016299052114], ""type"": ""Point""}";n9306740067;NON;2;;public;NON;NON;inconnu;93010;Bondy;2021-12;
48.706758299050826,2.4562001999999987;"{""coordinates"": [2.4562002, 48.706758299050826], ""type"": ""Point""}";n2603327195;NON;4;;public;NON;NON;arceaux;91421;Montgeron;2019-10;
48.8369589990517,2.372968799999999;"{""coordinates"": [2.3729688, 48.8369589990517], ""type"": ""Point""}";n8455524829;NON;0;;public;NON;NON;autres;75113;13e Arrondissement;2021-02;
48.87223399905192,2.364181699999999;"{""coordinates"": [2.3641817, 48.87223399905192], ""type"": ""Point""}";n5613890087;NON;6;;public;NON;NON;inconnu;75110;10e Arrondissement;2018-05;
48.90055349905211,2.2375369000000007;"{""coordinates"": [2.2375369, 48.90055349905211], ""type"": ""Point""}";n3645133898;NON;12;;clientele;NON;NON;arceaux;92026;Courbevoie;2015-07;
48.890857299052044,2.2848055999999994;"{""coordinates"": [2.2848056, 48.890857299052044], ""type"": ""Point""}";n8071805586;NON;2;;public;NON;NON;arceaux;92044;Levallois-Perret;2020-11;
48.82682099905161,2.2474073999999993;"{""coordinates"": [2.2474074, 48.82682099905161], ""type"": ""Point""}";n1615612301;NON;0;;public;NON;NON;inconnu;92012;Boulogne-Billancourt;2012-02;
48.71067549905084,2.1645977;"{""coordinates"": [2.1645977, 48.71067549905084], ""type"": ""Point""}";n7051954004;NON;32;;public;NON;NON;arceaux;91272;Gif-sur-Yvette;2021-10;
48.82755759905164,2.3234140999999995;"{""coordinates"": [2.3234141, 48.82755759905164], ""type"": ""Point""}";n9353630271;NON;5;;public;NON;NON;autres;75114;14e Arrondissement;2021-12;
48.59636929905011,2.5807498000000004;"{""coordinates"": [2.5807498, 48.59636929905011], ""type"": ""Point""}";n761456525;NON;0;;public;NON;NON;inconnu;77445;Savigny-le-Temple;2010-06;
48.83534499905168,2.285398;"{""coordinates"": [2.285398, 48.83534499905168], ""type"": ""Point""}";n4348836977;NON;10;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-06;
49.02415589905296,2.4635043999999997;"{""coordinates"": [2.4635044, 49.02415589905296], ""type"": ""Point""}";n2737884603;OUI;10;;public;NON;NON;arceaux;95280;Goussainville;2021-10;
48.84964299905177,2.3879630000000005;"{""coordinates"": [2.387963, 48.84964299905177], ""type"": ""Point""}";n2177689678;NON;0;;public;NON;NON;arceaux;75111;11e Arrondissement;2013-02;
49.015039299052894,2.220944700000001;"{""coordinates"": [2.2209447, 49.015039299052894], ""type"": ""Point""}";n8962603707;NON;8;;public;NON;NON;ratelier;95607;Taverny;2021-11;
48.84828109905177,2.3416710000000007;"{""coordinates"": [2.341671, 48.84828109905177], ""type"": ""Point""}";n6857899019;NON;10;;public;NON;NON;arceaux;75105;5e Arrondissement;2021-06;
48.86609759905189,2.374813799999999;"{""coordinates"": [2.3748138, 48.86609759905189], ""type"": ""Point""}";n7276695078;OUI;10;;privee;NON;NON;arceaux;75111;11e Arrondissement;2020-03;
48.89258469905206,2.1066492;"{""coordinates"": [2.1066492, 48.89258469905206], ""type"": ""Point""}";n5138332476;NON;2;;public;NON;NON;arceaux;78481;Le Pecq;2021-01;
48.97717979905265,2.3900494;"{""coordinates"": [2.3900494, 48.97717979905265], ""type"": ""Point""}";n6011030719;NON;10;;public;NON;NON;arceaux;95585;Sarcelles;2021-10;
48.83143589905164,2.3428334999999993;"{""coordinates"": [2.3428335, 48.83143589905164], ""type"": ""Point""}";n4416368901;NON;6;;public;NON;OUI;arceaux;75113;13e Arrondissement;2018-05;
48.8678732990519,2.3244972999999995;"{""coordinates"": [2.3244973, 48.8678732990519], ""type"": ""Point""}";n4319101479;NON;10;;public;NON;NON;arceaux;75108;8e Arrondissement;2019-12;
48.64464819905043,1.8229859000000002;"{""coordinates"": [1.8229859, 48.64464819905043], ""type"": ""Point""}";n9300344917;NON;2;;public;NON;NON;arceaux;78517;Rambouillet;2021-12;
48.89912139905212,2.321746;"{""coordinates"": [2.321746, 48.89912139905212], ""type"": ""Point""}";n5620640116;NON;10;;public;NON;NON;inconnu;75117;17e Arrondissement;2018-05;
48.69660599905076,2.3776096999999994;"{""coordinates"": [2.3776097, 48.69660599905076], ""type"": ""Point""}";n7354103245;NON;4;;public;NON;NON;arceaux;91326;Juvisy-sur-Orge;2021-01;
48.86408399905188,2.4668795999999995;"{""coordinates"": [2.4668796, 48.86408399905188], ""type"": ""Point""}";n7629205275;NON;4;;public;NON;NON;arceaux;93048;Montreuil;2020-06;
49.049435322956235,2.034763806260239;"{""coordinates"": [2.034763806260239, 49.049435322956235], ""type"": ""Point""}";w668665834;OUI;36;;clientele;OUI;OUI;arceaux;95127;Cergy;2021-11;
48.838116699051696,2.491945199999999;"{""coordinates"": [2.4919452, 48.838116699051696], ""type"": ""Point""}";n2736300227;NON;12;;public;NON;NON;arceaux;94052;Nogent-sur-Marne;2014-03;
48.66604279905056,2.557483299999999;"{""coordinates"": [2.5574833, 48.66604279905056], ""type"": ""Point""}";n9051517540;NON;6;;public;NON;NON;ancrage;77122;Combs-la-Ville;2021-09;
48.892165999052054,2.2832353999999997;"{""coordinates"": [2.2832354, 48.892165999052054], ""type"": ""Point""}";n8071270093;NON;8;;public;NON;NON;arceaux;92044;Levallois-Perret;2020-11;
48.811063599051515,2.3147721999999993;"{""coordinates"": [2.3147722, 48.811063599051515], ""type"": ""Point""}";n5997499388;NON;18;;public;NON;NON;arceaux;92049;Montrouge;2019-07;
48.8682066990519,2.3737873000000005;"{""coordinates"": [2.3737873, 48.8682066990519], ""type"": ""Point""}";n5630763886;NON;14;;public;NON;NON;arceaux;75111;11e Arrondissement;2020-07;
48.72095569905092,2.1503377000000006;"{""coordinates"": [2.1503377, 48.72095569905092], ""type"": ""Point""}";n5505889833;OUI;20;;privee;NON;NON;ratelier;91538;Saint-Aubin;2018-03;
48.86416469905188,2.3314183999999996;"{""coordinates"": [2.3314184, 48.86416469905188], ""type"": ""Point""}";n7621825479;NON;10;;public;NON;NON;arceaux;75101;1er Arrondissement;2020-06;
48.86592719905188,2.366593499999999;"{""coordinates"": [2.3665935, 48.86592719905188], ""type"": ""Point""}";n5535719069;NON;12;;public;NON;NON;arceaux;75111;11e Arrondissement;2020-07;
48.839694799051706,2.267304199999999;"{""coordinates"": [2.2673042, 48.839694799051706], ""type"": ""Point""}";n8458575869;NON;10;;public;NON;NON;arceaux;75116;16e Arrondissement;2021-02;
48.83386539905167,2.3183349999999994;"{""coordinates"": [2.318335, 48.83386539905167], ""type"": ""Point""}";n2337609728;NON;10;;public;NON;NON;arceaux;75114;14e Arrondissement;2021-04;
48.84414449905175,2.3904233;"{""coordinates"": [2.3904233, 48.84414449905175], ""type"": ""Point""}";n2267747927;NON;10;;public;NON;NON;arceaux;75112;12e Arrondissement;2018-05;
48.84947899905176,2.326379599999999;"{""coordinates"": [2.3263796, 48.84947899905176], ""type"": ""Point""}";n7601938928;NON;2;;public;NON;NON;arceaux;75106;6e Arrondissement;2021-05;
48.86312289905185,2.3455996999999997;"{""coordinates"": [2.3455997, 48.86312289905185], ""type"": ""Point""}";n8612764686;NON;14;;public;NON;NON;arceaux;75101;1er Arrondissement;2022-01;
48.78223549905131,2.5987872999999997;"{""coordinates"": [2.5987873, 48.78223549905131], ""type"": ""Point""}";n7389793285;NON;10;;public;NON;NON;arceaux;77373;Pontault-Combault;2020-10;
48.826005999051624,2.3442217999999992;"{""coordinates"": [2.3442218, 48.826005999051624], ""type"": ""Point""}";n7536821460;NON;2;;public;NON;NON;arceaux;75113;13e Arrondissement;2021-05;
48.840601999051735,2.268181899999999;"{""coordinates"": [2.2681819, 48.840601999051735], ""type"": ""Point""}";n8458575867;NON;10;;public;NON;NON;arceaux;75116;16e Arrondissement;2021-02;
48.90845169905216,2.3666511;"{""coordinates"": [2.3666511, 48.90845169905216], ""type"": ""Point""}";n7858802486;OUI;36;;privee;NON;NON;arceaux;93001;Aubervilliers;2020-08;
48.84828349905176,2.3493592999999993;"{""coordinates"": [2.3493593, 48.84828349905176], ""type"": ""Point""}";n9127637173;NON;0;;public;NON;NON;autres;75105;5e Arrondissement;2021-09;
48.85498539905181,2.3087950000000004;"{""coordinates"": [2.308795, 48.85498539905181], ""type"": ""Point""}";n5615712629;NON;12;;public;NON;NON;inconnu;75107;7e Arrondissement;2018-05;
48.835955499051686,2.318594;"{""coordinates"": [2.318594, 48.835955499051686], ""type"": ""Point""}";n6911228183;NON;8;;public;NON;NON;arceaux;75114;14e Arrondissement;2021-04;
48.904853699052154,2.2701313;"{""coordinates"": [2.2701313, 48.904853699052154], ""type"": ""Point""}";n3613604450;NON;10;;public;NON;NON;arceaux;92026;Courbevoie;2015-06;
48.84210524692246,2.3208531516135125;"{""coordinates"": [2.320853151613512, 48.84210524692246], ""type"": ""Point""}";w628408126;NON;62;;public;NON;NON;arceaux;75115;15e Arrondissement;2020-06;
48.96332319905254,2.2973066999999996;"{""coordinates"": [2.2973067, 48.96332319905254], ""type"": ""Point""}";n8074793627;NON;4;;public;NON;NON;arceaux;93031;Épinay-sur-Seine;2020-11;
48.71017639165741,2.3254163916546235;"{""coordinates"": [2.325416391654624, 48.71017639165741], ""type"": ""Point""}";w92271331;OUI;0;;public;NON;NON;inconnu;91432;Morangis;2014-01;
48.91233599905221,2.4805195000000007;"{""coordinates"": [2.4805195, 48.91233599905221], ""type"": ""Point""}";n9306740047;NON;6;;public;NON;NON;inconnu;93010;Bondy;2021-12;
48.8528130990518,2.2905637000000003;"{""coordinates"": [2.2905637, 48.8528130990518], ""type"": ""Point""}";n8384550101;NON;2;;public;NON;NON;arceaux;75115;15e Arrondissement;2021-07;
48.86413239905187,2.3705128;"{""coordinates"": [2.3705128, 48.86413239905187], ""type"": ""Point""}";n5630763894;NON;18;;public;NON;NON;arceaux;75111;11e Arrondissement;2019-07;
48.98399589905269,2.2460788;"{""coordinates"": [2.2460788, 48.98399589905269], ""type"": ""Point""}";n7893013584;NON;2;;public;NON;NON;arceaux;95219;Ermont;2021-11;
48.824998399051616,2.3312922;"{""coordinates"": [2.3312922, 48.824998399051616], ""type"": ""Point""}";n2430045148;NON;10;;public;NON;NON;arceaux;75114;14e Arrondissement;2021-04;
48.99109359905274,2.0894694999999994;"{""coordinates"": [2.0894695, 48.99109359905274], ""type"": ""Point""}";n6562979980;NON;8;;public;NON;NON;arceaux;78172;Conflans-Sainte-Honorine;2021-06;
48.84683039905175,2.4101980999999992;"{""coordinates"": [2.4101981, 48.84683039905175], ""type"": ""Point""}";n2256110885;NON;8;;public;NON;NON;arceaux;75112;12e Arrondissement;2018-05;
48.786993499051334,2.045281399999999;"{""coordinates"": [2.0452814, 48.786993499051334], ""type"": ""Point""}";n4162195337;OUI;200;Véligo;clientele;OUI;NON;arceaux;78423;Montigny-le-Bretonneux;2019-03;
48.900669799052146,2.2603315999999998;"{""coordinates"": [2.2603316, 48.900669799052146], ""type"": ""Point""}";n3575145887;NON;4;;public;NON;NON;arceaux;92026;Courbevoie;2021-11;
48.86612299905189,2.3890907999999986;"{""coordinates"": [2.3890908, 48.86612299905189], ""type"": ""Point""}";n4745857079;NON;28;;public;NON;NON;arceaux;75120;20e Arrondissement;2018-05;
48.72723539905097,2.14395;"{""coordinates"": [2.14395, 48.72723539905097], ""type"": ""Point""}";n5914220372;OUI;10;;privee;NON;NON;ratelier;91679;Villiers-le-Bâcle;2018-09;
48.91070949905219,2.226265700000001;"{""coordinates"": [2.2262657, 48.91070949905219], ""type"": ""Point""}";n5425490052;OUI;18;;public;NON;NON;arceaux;92050;Nanterre;2018-02;
48.935571199052355,2.3463830000000003;"{""coordinates"": [2.346383, 48.935571199052355], ""type"": ""Point""}";n9137309350;NON;12;;public;NON;NON;arceaux;93066;Saint-Denis;2021-10;
48.882638399052006,2.3779319999999986;"{""coordinates"": [2.377932, 48.882638399052006], ""type"": ""Point""}";n5691533566;NON;10;;public;NON;NON;arceaux;75119;19e Arrondissement;2018-12;
48.81541009905157,2.2973522999999996;"{""coordinates"": [2.2973523, 48.81541009905157], ""type"": ""Point""}";n380969928;OUI;24;;public;NON;NON;arceaux;92046;Malakoff;2017-07;
48.822158799051586,2.3631327000000004;"{""coordinates"": [2.3631327, 48.822158799051586], ""type"": ""Point""}";n8175981148;NON;14;;public;NON;NON;arceaux;75113;13e Arrondissement;2021-08;
48.84903039905178,2.3785350999999992;"{""coordinates"": [2.3785351, 48.84903039905178], ""type"": ""Point""}";n5630714232;NON;8;;public;NON;NON;inconnu;75112;12e Arrondissement;2018-05;
48.81775369905157,2.403298899999999;"{""coordinates"": [2.4032989, 48.81775369905157], ""type"": ""Point""}";n5148552341;NON;20;;public;NON;NON;arceaux;94041;Ivry-sur-Seine;2021-09;
48.82597949905162,2.3604298000000004;"{""coordinates"": [2.3604298, 48.82597949905162], ""type"": ""Point""}";n8847812117;NON;10;;public;NON;NON;arceaux;75113;13e Arrondissement;2021-06;
48.85831339905182,2.2981390999999998;"{""coordinates"": [2.2981391, 48.85831339905182], ""type"": ""Point""}";n8384518326;NON;8;;public;NON;NON;autres;75107;7e Arrondissement;2021-02;
48.84024199905172,2.393247099999999;"{""coordinates"": [2.3932471, 48.84024199905172], ""type"": ""Point""}";n5630714294;NON;6;;public;NON;NON;arceaux;75112;12e Arrondissement;2021-04;
