Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées
31008;François Debergue - Croix de Chavaux;OUI;57;48;8;2;6;OUI;OUI;2022-03-05T14:42:49+01:00;48.857421708072074,2.437578141689301;Montreuil;
21306;Place Lafayette;OUI;62;48;13;9;4;OUI;OUI;2022-03-05T14:42:37+01:00;48.829654975522296,2.263867557048798;Issy-les-Moulineaux;
44003;Gabriel Péri - Danielle Casanova;OUI;20;11;8;7;1;OUI;OUI;2022-03-05T14:42:57+01:00;48.790114,2.4025777;Vitry-sur-Seine;
12114;Victor Hugo - Jeanne Jugan;OUI;28;25;3;2;1;OUI;OUI;2022-03-05T14:35:23+01:00;48.843949064031825,2.415081394834419;Paris;
15034;Lakanal - Commerce;OUI;53;3;47;47;0;OUI;OUI;2022-03-05T14:40:57+01:00;48.84442462786544,2.294059172272682;Paris;
14138;Porte de Vanves;OUI;32;17;15;8;7;OUI;OUI;2022-03-05T14:42:46+01:00;48.82801284944511,2.3056878894567485;Paris;
22203;Tertres - Fontaine;OUI;28;25;3;1;2;OUI;OUI;2022-03-05T14:41:00+01:00;48.787553654715644,2.306235730648041;Bagneux;
41209;Cimetière de Fontenay-sous-Bois;OUI;15;11;3;0;3;OUI;OUI;2022-03-05T14:34:30+01:00;48.84706173362218,2.4787822365760808;Fontenay-sous-Bois;
48010;Karl Marx.;OUI;16;14;2;0;2;OUI;OUI;2022-03-05T14:42:28+01:00;48.784527937293184,2.3646667979455587;Villejuif;
10024;Buisson Saint-Louis - Saint-Maur;OUI;19;15;2;0;2;OUI;OUI;2022-03-05T14:39:46+01:00;48.87174684930295,2.3722528328789854;Paris;
41202;Gare Rer de Fontenay sous Bois;OUI;61;59;2;1;1;OUI;OUI;2022-03-05T14:41:37+01:00;48.8436279,2.4630465;Fontenay-sous-Bois;
18031;Place Albert Kahn;OUI;46;43;3;0;3;OUI;OUI;2022-03-05T14:40:30+01:00;48.8957969797804,2.345585584134864;Paris;
31708;Noisy le Sec - Jean-Baptiste Clément;OUI;22;20;1;1;0;OUI;OUI;2022-03-05T14:38:22+01:00;48.87451538963655,2.415283620357514;Bagnolet;
18028;Championnet - Vauvenargues;OUI;33;31;1;1;0;OUI;OUI;2022-03-05T14:39:04+01:00;48.89401874744574,2.3319872841238976;Paris;
35020;Marcelle - Thalie;OUI;20;18;2;0;2;OUI;OUI;2022-03-05T14:38:49+01:00;48.8835462,2.4137883;Pantin;
20037;Gambetta - Saint Fargeau;OUI;24;23;1;0;1;OUI;OUI;2022-03-05T14:35:05+01:00;48.871244610447015,2.4039056897163396;Paris;
21008;Victor Hugo - Galliéni;OUI;34;25;9;7;2;OUI;OUI;2022-03-05T14:42:02+01:00;48.83802015441127,2.2460845112800603;Boulogne-Billancourt;
5018;Mutualité;OUI;37;13;24;18;6;OUI;OUI;2022-03-05T14:43:09+01:00;48.8482255727241,2.350287325680256;Paris;
17031;Place de la Porte de Champerret;OUI;28;26;2;2;0;OUI;OUI;2022-03-05T14:41:29+01:00;48.88561741628322,2.290781411279206;Paris;
8017;Rocher - Laborde;OUI;65;55;9;7;2;OUI;OUI;2022-03-05T14:42:13+01:00;48.87590240712654,2.322616316378116;Paris;
11030;Oberkampf - République;OUI;24;19;4;0;4;OUI;OUI;2022-03-05T14:42:09+01:00;48.865316087070475,2.3761147849099955;Paris;
14008;Mouton Duvernet - Général Leclerc;OUI;39;35;2;1;1;OUI;OUI;2022-03-05T14:43:06+01:00;48.831632518292565,2.3293121159076686;Paris;
32604;Square du Théâtre du Garde-Chasse;OUI;50;50;0;0;0;OUI;OUI;2022-03-05T14:40:44+01:00;48.881287375060616,2.420119643211365;Les Lilas;
5124;Erasme - Ulm;OUI;24;22;2;1;1;OUI;OUI;2022-03-05T14:42:47+01:00;48.84264375274712,2.3445946723222733;Paris;
19024;Botzaris - Parc des Buttes Chaumont;OUI;20;17;3;1;2;OUI;OUI;2022-03-05T14:41:46+01:00;48.877951,2.381464;Paris;
14106;Marc Sangnier - Porte de Vanves;OUI;21;13;7;4;3;OUI;OUI;2022-03-05T14:43:02+01:00;48.825218683556734,2.3107116669416428;Paris;
8057;Hoche - Tilsitt;OUI;33;27;5;1;4;OUI;OUI;2022-03-05T14:43:11+01:00;48.87483645783703,2.297132313251496;Paris;
22406;Guy Môquet - Etienne Dolet;OUI;23;21;1;0;1;OUI;OUI;2022-03-05T14:38:13+01:00;48.81527009991819,2.298078276995073;Malakoff;
9010;Rochechouart lamartine;OUI;24;19;4;4;0;OUI;OUI;2022-03-05T14:42:50+01:00;48.876719895109,2.344393021853951;Paris;
31102;Boissière - Etienne Dolet;OUI;21;17;4;0;4;OUI;OUI;2022-03-05T14:42:05+01:00;48.876111,2.4677312;Montreuil;
15021;Joseph Liouville - Croix Nivert;OUI;64;53;10;8;2;OUI;OUI;2022-03-05T14:41:10+01:00;48.844835471244416,2.297508493065834;Paris;
44013;Edouard Tremblay - Julian Grimau;OUI;30;20;9;5;4;OUI;OUI;2022-03-05T14:42:05+01:00;48.78138382511671,2.3723508417606354;Vitry-sur-Seine;
20134;Lieutenant Chauré - Etienne Marey;OUI;20;19;0;0;0;OUI;OUI;2022-03-05T14:42:22+01:00;48.86746195408435,2.405970990657807;Paris;
7101_Relais;Raspail - Chomel;OUI;0;0;0;0;0;OUI;OUI;2022-03-05T14:40:39+01:00;48.85268431541086,2.326505519449711;Paris;
15103;Cauchy - Cévennes;OUI;51;6;45;35;10;OUI;OUI;2022-03-05T14:41:43+01:00;48.8433725710224,2.275132834911347;Paris;
35010;Hoche - Jean Lolive;OUI;24;18;4;1;3;OUI;OUI;2022-03-05T14:36:47+01:00;48.89110239200789,2.402843534946442;Pantin;
22003;Beffroy;OUI;26;25;1;0;1;OUI;OUI;2022-03-05T14:39:24+01:00;48.886591074487995,2.261394560337067;Neuilly-sur-Seine;
21005;Hôtel de Ville de Boulogne Billancourt;OUI;26;15;10;9;1;OUI;OUI;2022-03-05T14:40:09+01:00;48.83495885166784,2.2416803240776066;Boulogne-Billancourt;
16038;Molitor - Chardon-Lagache;OUI;34;33;1;1;0;OUI;OUI;2022-03-05T14:39:34+01:00;48.84520880183234,2.2656840831041336;Paris;
15133;Saint Lambert - Blomet;OUI;27;0;27;18;9;OUI;OUI;2022-03-05T14:42:08+01:00;48.83659148147257,2.2930556908249855;Paris;
14110;Abbé Carton - Plantes;OUI;25;22;3;0;3;OUI;OUI;2022-03-05T14:43:13+01:00;48.827673823165846,2.320918142795563;Paris;
15110;Place Robert Guillemard;OUI;24;1;21;19;2;OUI;OUI;2022-03-05T14:42:33+01:00;48.836191728066666,2.2811267160086417;Paris;
17125;Marie-Georges Picquart - Pereire;OUI;32;30;2;1;1;OUI;OUI;2022-03-05T14:42:49+01:00;48.88863669349711,2.3111706599593163;Paris;
18022;Marcadet - Barbès;OUI;37;34;0;0;0;OUI;OUI;2022-03-05T14:39:59+01:00;48.89045112096476,2.349057392968696;Paris;
19032;Villette - Belleville;OUI;48;33;8;4;4;OUI;OUI;2022-03-05T14:43:07+01:00;48.872687731400255,2.3764613270759587;Paris;
10042;Enghien - Faubourg Poissonnière;OUI;16;16;0;0;0;NON;NON;2021-02-21T21:15:22+01:00;48.87242006305313,2.348395236282807;Paris;
16136;Théophile Gautier - François Millet;OUI;30;23;7;3;4;OUI;OUI;2022-03-05T14:42:24+01:00;48.85034821320644,2.273029983043671;Paris;
20131;Repos - Cimetière du Père Lachaise;OUI;33;27;5;0;5;OUI;OUI;2022-03-05T14:42:41+01:00;48.859358523592554,2.389613136684456;Paris;
24001;Arche - Léonard de Vinci;OUI;28;22;6;3;3;OUI;OUI;2022-03-05T14:42:58+01:00;48.89790972494496,2.2383723043644914;Courbevoie;
21015;Nationale - Place Jules Guesde;OUI;23;17;6;4;2;OUI;OUI;2022-03-05T11:08:18+01:00;48.82753962462998,2.2416052222251897;Boulogne-Billancourt;
22016;Charles de Gaulle - Sablonville;OUI;26;22;3;0;3;OUI;OUI;2022-03-05T14:37:18+01:00;48.87991924860035,2.2763770446181297;Neuilly-sur-Seine;
41404;Carnot - Pâquerettes;OUI;26;7;19;15;4;OUI;OUI;2022-03-05T14:42:23+01:00;48.79592939432515,2.4261841177940373;Alfortville;
8025;Miromesnil - La Boétie;OUI;35;29;4;2;2;OUI;OUI;2022-03-05T14:42:38+01:00;48.87372241291653,2.315848097205162;Paris;
42021;Raspail - Manufacture des Oeillets;OUI;32;28;3;1;2;OUI;OUI;2022-03-05T14:40:42+01:00;48.8094458,2.3903009;Ivry-sur-Seine;
32302;Chemin Vert - Fraternité;OUI;20;11;9;0;9;OUI;OUI;2022-03-05T14:43:15+01:00;48.877141208359035,2.4461565166711807;Romainville;
25003;Henri Ste-Claire Déville - Paul Héroult;OUI;24;8;15;7;8;OUI;OUI;2022-03-05T14:40:51+01:00;48.892663,2.172411;Rueil-Malmaison;
5123;Saint-Germain - Thenard;OUI;31;5;25;20;5;OUI;OUI;2022-03-05T14:42:25+01:00;48.850571,2.3471015;Paris;
20115;Louis Lumière - Porte de Bagnolet;OUI;20;19;1;0;1;OUI;OUI;2022-03-05T14:34:46+01:00;48.86431136000005,2.4105210229754443;Paris;
42010;Mairie d'Ivry-sur-Seine;OUI;53;18;33;30;3;OUI;OUI;2022-03-05T14:43:08+01:00;48.81057120969284,2.3842826485633855;Ivry-sur-Seine;
31003;Paris - Emile Zola;OUI;30;28;2;1;1;OUI;OUI;2022-03-05T14:42:07+01:00;48.854898095789295,2.4186685681343083;Montreuil;
46001;Place Paul Eluard;OUI;19;0;19;14;5;OUI;OUI;2022-03-05T14:40:40+01:00;48.7672039733195,2.4144977331161503;Choisy-le-Roi;
22402;Jean Jaurès - Salvador Allende;OUI;43;41;1;1;0;OUI;OUI;2022-03-05T14:40:09+01:00;48.821475594736775,2.3026576638221745;Malakoff;
22006;Pierret - Madrid;OUI;28;23;4;2;2;OUI;OUI;2022-03-05T14:42:12+01:00;48.882976576876565,2.260125767248034;Neuilly-sur-Seine;
9116;Victoire - Chaussée d'Antin;OUI;24;16;5;5;0;OUI;OUI;2022-03-05T14:42:58+01:00;48.875065791004396,2.3316738009452824;Paris;
17028;Reims - Raymond Pitet;OUI;37;32;4;2;2;OUI;OUI;2022-03-05T14:35:21+01:00;48.8888,2.296319;Paris;
1119;Cossonnerie - Sébastopol;OUI;24;5;19;8;11;OUI;OUI;2022-03-05T14:42:19+01:00;48.86132665908402,2.349419631063938;Paris;
19029;Seine - Flandre;OUI;19;15;3;0;3;OUI;OUI;2022-03-05T14:42:51+01:00;48.886785741479684,2.3746193200349808;Paris;
11039;Richard Lenoir - Jean-Pierre Timbaud;OUI;36;15;18;14;4;OUI;OUI;2022-03-05T14:43:06+01:00;48.86580427668637,2.369337074966926;Paris;
21110;Parc Roger Salengro;OUI;35;35;0;0;0;NON;NON;2022-03-05T14:37:05+01:00;48.905303858641844,2.310559451580048;Clichy;
17013;Legendre - Dulong;OUI;23;21;2;1;1;OUI;OUI;2022-03-05T14:42:02+01:00;48.885325169402904,2.316423766314984;Paris;
11042;Grand Prieuré - Crussol;OUI;49;3;45;38;7;OUI;OUI;2022-03-05T14:41:35+01:00;48.86466062793517,2.369226553182906;Paris;
16008;Galilée - Kléber;OUI;33;30;3;1;2;OUI;OUI;2022-03-05T14:43:05+01:00;48.86741186571367,2.290781380114821;Paris;
32003;Wilson - Métallurgie;OUI;28;18;8;8;0;OUI;OUI;2022-03-05T14:34:54+01:00;48.909423010092326,2.3584435880184174;Saint-Denis;
5106;Cujas - Saint-Michel;OUI;19;11;8;8;0;OUI;OUI;2022-03-05T14:37:35+01:00;48.84819134858432,2.34183165485398;Paris;
7102;Mairie du 7ème;OUI;27;13;14;11;3;OUI;OUI;2022-03-05T14:42:56+01:00;48.8577967,2.3192664;Paris;
11026;Chemin Vert - Saint-Maur;OUI;45;40;3;0;3;OUI;OUI;2022-03-05T14:38:26+01:00;48.86112461407359,2.381299026310444;Paris;
15013;Volontaire - Lecourbe;OUI;31;26;5;2;3;OUI;OUI;2022-03-05T14:39:56+01:00;48.8435137879902,2.3065522313117985;Paris;
13050;Quai Panhard et Levassor;OUI;57;1;54;49;5;OUI;OUI;2022-03-05T14:42:18+01:00;48.82837482809675,2.384273745805574;Paris;
1002;Victoria - Place du Chatelet;OUI;22;1;20;17;3;OUI;OUI;2022-03-05T14:42:27+01:00;48.85799259152685,2.3469167947769165;Paris;
17105;Place Madeleine Daniélou;OUI;42;36;6;1;5;OUI;OUI;2022-03-05T14:40:34+01:00;48.883498,2.282015;Paris;
11004;Charonne - Faubourg Saint-Antoine;OUI;34;10;23;17;6;OUI;OUI;2022-03-05T14:41:28+01:00;48.85219190969573,2.3740932717919354;Paris;
5012;Estrapade - Ulm;OUI;16;8;8;5;3;OUI;OUI;2022-03-05T14:42:01+01:00;48.84512772828039,2.3454568170361734;Paris;
42301;Gare Arcueil - Cachan;OUI;26;13;12;1;11;OUI;OUI;2022-03-05T14:42:24+01:00;48.799824,2.328171;Arcueil;
11105;Parmentier - République;OUI;50;47;1;0;1;OUI;OUI;2022-03-05T14:43:14+01:00;48.8644954,2.3750124;Paris;
42504;Gare RER de Gentilly;OUI;30;18;10;1;9;OUI;OUI;2022-03-05T14:34:51+01:00;48.814280450380224,2.3410347104072575;Gentilly;
21701;Larmeroux - Baudelaire;OUI;29;28;1;0;1;OUI;OUI;2022-03-05T14:41:56+01:00;48.816939911291605,2.280989480484553;Vanves;
20121;Boyer - Ménilmontant;OUI;19;16;3;0;3;OUI;OUI;2022-03-05T14:42:48+01:00;48.86889516267913,2.3919824145634565;Paris;
18009;Jean-François Lépine - Stephenson;OUI;22;21;0;0;0;OUI;OUI;2022-03-05T14:34:59+01:00;48.88611466796807,2.356855627529275;Paris;
20111;Villiers de l'Isle Adam - Pyrénées;OUI;20;18;1;0;1;OUI;OUI;2022-03-05T14:42:01+01:00;48.867362,2.396222;Paris;
41601;Général De Gaulle - Alouette;OUI;26;25;0;0;0;OUI;OUI;2022-03-05T14:37:35+01:00;48.839109,2.4175664;Saint-Mandé;
31010;Stalingrad - Désiré Chevalier;OUI;42;39;3;3;0;OUI;OUI;2022-03-05T14:42:39+01:00;48.85670169739857,2.445072233676911;Montreuil;
16108;Sablons - Georges Mandel;OUI;38;37;1;0;1;OUI;OUI;2022-03-05T14:43:01+01:00;48.863875,2.28189;Paris;
92008;Hôtel de Ville de Nanterre;OUI;38;20;16;3;13;OUI;OUI;2022-03-05T14:42:23+01:00;48.892371898250424,2.205548956990242;Nanterre;
43005;Gare RER de Vincennes;OUI;51;36;13;0;13;OUI;OUI;2022-03-05T14:42:07+01:00;48.847563015126106,2.433383166790009;Vincennes;
41402;Victor Hugo - Ecoles;OUI;25;12;13;9;4;OUI;OUI;2022-03-05T14:42:14+01:00;48.80476007936134,2.4180373930262093;Alfortville;
19022;Marché Secrétan;OUI;26;22;2;1;1;OUI;OUI;2022-03-05T14:40:19+01:00;48.88125496379482,2.373463287949562;Paris;
43003;Hôpital Bégin;OUI;26;17;8;1;7;OUI;OUI;2022-03-05T14:42:55+01:00;48.84571672113014,2.4272462725639348;Vincennes;
11024;Mairie du 11ème;OUI;51;24;27;26;1;OUI;OUI;2022-03-05T14:43:11+01:00;48.858925,2.3789759;Paris;
18012;Stephenson - Doudeauville;OUI;36;33;3;2;1;OUI;OUI;2022-03-05T14:36:28+01:00;48.888537048944826,2.3561610281467438;Paris;
14136;Auguste Cain - Jean Moulin;OUI;40;39;0;0;0;OUI;OUI;2022-03-05T14:41:49+01:00;48.82577028927573,2.3210415244102482;Paris;
19125;Place de l'Édit de Nantes;OUI;30;19;10;7;3;OUI;OUI;2022-03-05T14:42:18+01:00;48.88879,2.3785;Paris;
10014;Marseille - Beaurepaire;OUI;55;21;34;26;8;OUI;OUI;2022-03-05T14:43:03+01:00;48.871624306962985,2.3639265082738348;Paris;
14036;Boulard - Daguerre;OUI;45;42;0;0;0;OUI;OUI;2022-03-05T14:39:43+01:00;48.83446472680611,2.3293386027216907;Paris;
9032;Mathurins - Auber;OUI;36;1;35;22;13;OUI;OUI;2022-03-05T14:42:50+01:00;48.872988840743595,2.3294984212276404;Paris;
18201;Tristan Tzara -  Tchaïkovski;OUI;33;27;4;3;1;OUI;OUI;2022-03-05T14:42:58+01:00;48.89490221746837,2.3648490384221077;Paris;
13002;Arago - Glacière;OUI;27;26;1;1;0;OUI;OUI;2022-03-05T14:41:54+01:00;48.83486054775774,2.3445770524322067;Paris;
23009;Anatole France - Louise Michel;OUI;50;48;1;0;1;OUI;OUI;2022-03-05T14:43:12+01:00;48.88873214926474,2.2881576418876652;Levallois-Perret;
11035;Parmentier - Abel Rabaud;OUI;52;49;2;0;2;OUI;OUI;2022-03-05T14:42:24+01:00;48.86921273836114,2.371688821240712;Paris;
21305;Place Jacques Madaule;OUI;25;23;2;1;1;OUI;OUI;2022-03-05T14:40:10+01:00;48.8239337873086,2.2606918215751652;Issy-les-Moulineaux;
15046;Parc Georges Brassens - Brancion;OUI;29;23;6;1;5;OUI;OUI;2022-03-05T14:42:13+01:00;48.83227829269761,2.3022570088505745;Paris;
6013;Jacques Callot - Mazarine;OUI;28;10;16;9;7;OUI;OUI;2022-03-05T14:42:44+01:00;48.85528017533187,2.337574325501919;Paris;
16040;Exelmans - Michel-Ange;OUI;33;30;2;0;2;OUI;OUI;2022-03-05T14:37:21+01:00;48.84309486651855,2.2597770800669053;Paris;
26007;Square Gilbert Thomain;OUI;20;9;11;8;3;OUI;OUI;2022-03-05T14:42:35+01:00;48.90717373809284,2.2695400938391685;Asnières-sur-Seine;
21301;Saint-Vincent - Verdun;OUI;34;3;30;30;0;OUI;OUI;2022-03-05T14:41:33+01:00;48.819211549234495,2.254007756710053;Issy-les-Moulineaux;
7015;Varenne;OUI;47;26;19;16;3;OUI;OUI;2022-03-05T14:41:14+01:00;48.8572026618033,2.315277121961117;Paris;
42302;Aristide Briand - Gare de Bagneux;OUI;22;19;3;1;2;OUI;OUI;2022-03-05T14:40:34+01:00;48.79387269664978,2.321148812770844;Cachan;
19005;Flandre - Riquet;OUI;21;18;3;0;3;OUI;OUI;2022-03-05T14:42:20+01:00;48.888013281448,2.3737595955229;Paris;
21104;Madame de Sanzillon - Mozart;OUI;22;9;13;12;1;OUI;OUI;2022-03-05T14:40:49+01:00;48.90379820774301,2.3187401890754704;Clichy;
14021;Place de la Porte de Châtillon;OUI;59;58;1;0;1;OUI;OUI;2022-03-05T14:34:14+01:00;48.8242469,2.3186306;Paris;
19016;Hautpoul - Jean Jaurès;OUI;33;30;2;1;1;OUI;OUI;2022-03-05T14:42:56+01:00;48.88639367943585,2.386541454435452;Paris;
15025;Dupleix - du Guesclin;OUI;47;13;33;27;6;OUI;OUI;2022-03-05T14:42:54+01:00;48.85147910413369,2.296709530055523;Paris;
9005;Square d'Anvers;OUI;33;31;0;0;0;OUI;OUI;2022-03-05T14:34:45+01:00;48.882633484310816,2.344884406212207;Paris;
32602;Mairie des Lilas;OUI;47;45;1;0;1;OUI;OUI;2022-03-05T14:43:12+01:00;48.8792834,2.4160182;Les Lilas;
19013;Laumière - Petit;OUI;34;25;6;2;4;OUI;OUI;2022-03-05T14:39:52+01:00;48.88467368538326,2.380039058625698;Paris;
12115;Porte de Vincennes;OUI;33;32;1;1;0;OUI;OUI;2022-03-05T14:35:56+01:00;48.846454,2.415514;Paris;
42015;Place Jean Ferrat;OUI;25;24;1;0;1;OUI;OUI;2022-03-05T14:38:47+01:00;48.8184945213025,2.3744174838066106;Ivry-sur-Seine;
17045;Place des Ternes.;OUI;46;44;2;1;1;OUI;OUI;2022-03-05T14:37:44+01:00;48.878438631226516,2.297727763652802;Paris;
19008;Flandre - Alphonse Karr;OUI;26;20;6;6;0;OUI;OUI;2022-03-05T14:42:03+01:00;48.89465,2.381868;Paris;
43402;Place de Verdun;OUI;40;13;25;23;2;OUI;OUI;2022-03-05T14:41:33+01:00;48.8202823,2.473775;Joinville-le-Pont;
32016;Place de la Porte de Paris;OUI;40;19;19;8;11;OUI;OUI;2022-03-05T14:41:39+01:00;48.93009363207303,2.3564037680625916;Saint-Denis;
33018;Edouard Poisson - Victor Hugo;OUI;30;25;3;2;1;OUI;OUI;2022-03-05T14:43:15+01:00;48.91118557052621,2.379864752692811;Aubervilliers;
15201;Place Amédée Gordini - Lefebvre;OUI;38;0;36;18;18;OUI;OUI;2022-03-05T14:41:25+01:00;48.83061737745046,2.2920634208276174;Paris;
12013;Montgallet - Reuilly;OUI;16;11;5;2;3;OUI;OUI;2022-03-05T14:42:50+01:00;48.844291,2.3896481;Paris;
9021;Saint Georges - d'Aumale;OUI;23;20;2;0;2;OUI;OUI;2022-03-05T14:38:51+01:00;48.87778639599673,2.337429821491241;Paris;
10113;Parmentier - Hôpital Saint-Louis;OUI;43;40;3;1;2;OUI;OUI;2022-03-05T14:43:12+01:00;48.87137987425661,2.369896383666685;Paris;
5006;Saint-Jacques - Soufflot;OUI;19;8;10;3;7;OUI;OUI;2022-03-05T14:37:58+01:00;48.8465255,2.343099;Paris;
24002;Gare de Courbevoie;OUI;36;29;6;1;5;OUI;OUI;2022-03-05T14:41:06+01:00;48.8993867,2.2506506;Courbevoie;
8013;Marignan - Champs-Elysées;OUI;35;29;4;0;4;OUI;OUI;2022-03-05T14:35:04+01:00;48.869495661232406,2.306613813900307;Paris;
16121;Jardin d'Acclimatation;OUI;33;15;17;7;10;OUI;OUI;2022-03-05T14:42:25+01:00;48.878772242510465,2.270772233605385;Paris;
12009;Charenton - Diderot;OUI;18;9;8;4;4;OUI;OUI;2022-03-05T14:42:20+01:00;48.84617146118711,2.3793068155646324;Paris;
23001;Paul Vaillant Couturier - Chaptal;OUI;39;35;3;2;1;OUI;OUI;2022-03-05T14:38:22+01:00;48.89347957618252,2.277525365352631;Levallois-Perret;
7005;Raspail - Bac;OUI;52;5;44;33;11;OUI;OUI;2022-03-05T14:43:11+01:00;48.855628721100935,2.3256602883338933;Paris;
41102;Gare de Laplace;OUI;43;39;4;4;0;OUI;OUI;2022-03-05T14:41:55+01:00;48.80893199114179,2.3349460959434514;Arcueil;
11036;Jules Ferry - Faubourg du Temple Paris;OUI;58;33;24;17;7;OUI;OUI;2022-03-05T14:39:07+01:00;48.868397,2.3678933;Paris;
17037;Bayen - Pereire;OUI;22;16;6;2;4;OUI;OUI;2022-03-05T14:38:19+01:00;48.881804409079656,2.2921088710427284;Paris;
11009;Boulets - Voltaire;OUI;24;21;3;2;1;OUI;OUI;2022-03-05T14:41:19+01:00;48.85218705621031,2.389030158519745;Paris;
11102;Alexandre Dumas - Voltaire;OUI;59;39;19;14;5;OUI;OUI;2022-03-05T14:41:43+01:00;48.85288867036487,2.389147640809553;Paris;
11007;Jean Macé - Faidherbe;OUI;63;13;48;44;4;OUI;OUI;2022-03-05T14:42:35+01:00;48.85337548425958,2.3828620836138725;Paris;
16124;Route de Sèvres - Porte de Bagatelle;OUI;66;6;60;58;2;OUI;OUI;2022-03-05T14:43:11+01:00;48.87525984132485,2.249415814876557;Paris;
32303;Gaston Roussel - Commune de Paris;OUI;30;22;7;3;4;OUI;OUI;2022-03-05T14:42:33+01:00;48.89432034553156,2.432552274419542;Romainville;
33003;Bordier - Félix Faure;OUI;48;39;8;3;5;OUI;OUI;2022-03-05T14:42:39+01:00;48.90390751882016,2.3830059170722966;Aubervilliers;
42029;Stalingrad - Germaine Tailleferre;OUI;28;11;16;12;4;OUI;OUI;2022-03-05T14:43:12+01:00;48.80257200481316,2.3786691203713417;Ivry-sur-Seine;
5021;Jussieu - Fossés Saint-Bernard;OUI;39;0;38;29;9;OUI;OUI;2022-03-05T14:42:26+01:00;48.84718551002347,2.3534858599305153;Paris;
8035;Bienfaisance - Place de Narvik;OUI;36;28;7;5;2;OUI;OUI;2022-03-05T14:35:52+01:00;48.87660163459077,2.3129771277308464;Paris;
25005;18 juin 1940 - Buzenval;OUI;25;23;2;2;0;OUI;OUI;2022-03-05T14:37:21+01:00;48.868807,2.185428;Rueil-Malmaison;
21313;Guynemer - Séverine;OUI;26;1;22;13;9;OUI;OUI;2022-03-05T14:41:40+01:00;48.83091743371036,2.2790706530213356;Issy-les-Moulineaux;
13045;Jean Colly - Tolbiac;OUI;36;25;7;2;5;OUI;OUI;2022-03-05T14:42:03+01:00;48.827817291597846,2.3705490678548813;Paris;
28001;Richard Wallace - Place du 8 Mai 1945;OUI;30;16;14;8;6;OUI;OUI;2022-03-05T14:43:08+01:00;48.87866794788021,2.2420343756675725;Puteaux;
19115;Porte de la Villette;OUI;27;16;11;5;6;OUI;OUI;2022-03-05T14:42:06+01:00;48.89835196548483,2.386150136590004;Paris;
17102;Alfred Roll - Berthier;OUI;28;27;1;1;0;OUI;OUI;2022-03-05T14:42:19+01:00;48.88780857052871,2.30009529817631;Paris;
14034;Ouest - Château;OUI;23;20;3;0;3;OUI;OUI;2022-03-05T14:41:23+01:00;48.83617286014242,2.319392143923804;Paris;
16111;Faustin Hélie - Desbordes-Valmore;OUI;33;28;3;1;2;OUI;OUI;2022-03-05T14:40:12+01:00;48.859403,2.276522;Paris;
15010;Square Cambronne;OUI;59;19;38;34;4;OUI;OUI;2022-03-05T14:42:11+01:00;48.847566545259745,2.3025691509246826;Paris;
11115;Montreuil - Gonnet;OUI;24;10;14;10;4;OUI;OUI;2022-03-05T14:42:57+01:00;48.85050056492107,2.389085628786445;Paris;
17042;Porte Maillot - Pereire;OUI;52;51;1;0;1;OUI;OUI;2022-03-05T14:34:36+01:00;48.877775,2.284444;Paris;
35018;Ancien Canal - Hélène Brion;OUI;23;21;2;1;1;OUI;OUI;2022-03-05T14:41:15+01:00;48.89484799296163,2.4188338592648506;Pantin;
15033;Place Violet;OUI;30;8;22;19;3;OUI;OUI;2022-03-05T14:36:38+01:00;48.84487893836502,2.2905756533145905;Paris;
18110;Departement - Pajol;OUI;19;16;1;0;1;OUI;OUI;2022-03-05T14:42:53+01:00;48.886674849730184,2.3613611608743668;Paris;
15122;Place Charles Vallin;OUI;26;10;15;9;6;OUI;OUI;2022-03-05T14:41:11+01:00;48.83552381204077,2.302598655223847;Paris;
41606;Pasteur - Gambetta;OUI;19;17;2;2;0;OUI;OUI;2022-03-05T14:43:08+01:00;48.84572797384512,2.4236011505126953;Saint-Mandé;
33001;Victor Hugo - Magasins Généraux;OUI;34;25;9;5;4;OUI;OUI;2022-03-05T14:42:17+01:00;48.903281401126755,2.368072383105755;Aubervilliers;
17011;Fragonard - Porte de Clichy;OUI;56;49;6;5;1;OUI;OUI;2022-03-05T14:34:56+01:00;48.89415563341899,2.314389310777188;Paris;
16034;Porte d'Auteuil;OUI;33;30;3;2;1;OUI;OUI;2022-03-05T14:42:56+01:00;48.8479394142243,2.2608396783471107;Paris;
12027;Montgallet - Charenton;OUI;16;12;2;2;0;OUI;OUI;2022-03-05T14:38:31+01:00;48.84264777870052,2.386164927813738;Paris;
20132;Réunion - Avron;OUI;26;26;0;0;0;OUI;OUI;2022-03-05T14:39:08+01:00;48.852566752033766,2.403928068708116;Paris;
14117;Gare Montparnasse - René Mouchotte;OUI;39;32;7;2;5;OUI;OUI;2022-03-05T14:43:03+01:00;48.83920384329242,2.320883944630623;Paris;
5114;Claude Bernard - Arbalète;OUI;17;10;3;1;2;OUI;OUI;2022-03-05T14:40:30+01:00;48.83976676978202,2.347510904073715;Paris;
18141;Clignancourt - Sofia;OUI;19;14;5;2;3;OUI;OUI;2022-03-05T14:41:35+01:00;48.88511992309783,2.34719488842051;Paris;
